palavra,fonetica-divisao_silabica
sau·do·sa ,saw.dˈɔ.zɐ 
sau·do·sa·men·te ,saw.do.zã.mˈẽ.tʃɪ 
sa·u·do·sis·mo ,saw.do.zˈiʒ.mʊ 
sa·u·do·sis·ta ,saw.do.zˈiʃ.tɐ 
sa·u·do·sis·ta ,saw.do.zˈiʃ.tɐ 
sa·u·do·sis·ta ,saw.do.zˈiʃ.tɐ
sa·u·do·so ,saw.dˈo.zʊ 
sa·u·do·so ,saw.dˈo.zʊ 
sau·na ,sˈãw.nɐ 
sáu·ri·o ,sˈaw.ɾjʊ 
sáu·ri·o ,sˈaw.ɾjʊ 
sau·ró·po·de ,saw.ɾˈɔ.po.dʒɪ 
sau·ró·po·de ,saw.ɾˈɔ.po.dʒɪ 
sa·va·na ,sa.vˈɐ̃.nɐ 
sa·vei·ro ,sa.vˈej.ɾʊ 
sá·vel ,sˈa.vɛw 
sa·ve·lha ,sa.vˈe.ʎɐ 
sa·voir-fai·re , 
sa·voir-vi·vre , 
sa·xão ,sak.sˈɐ̃w 
sa·xão ,sak.sˈɐ̃w 
sa·xo·fo·ne ,sak.so.fˈɔ̃.nɪ 
sa·xo·fo·nis·ta ,sak.so.fõ.nˈiʃ.tɐ 
sa·xo·fo·nis·ta ,sak.so.fõ.nˈiʃ.tɐ 
sa·xó·ni·a ,sak.sˈɔ̃.njɐ 
sa·xó·ni·co ,sak.sˈɔ̃.ni.kʊ
sa·xó·ni·o ,sak.sˈɔ̃.njʊ 
sa·zo·nal ,sa.zõ.nˈaw 
sa·zo·na·li·da·de ,sa.zõ.na.li.dˈa.dʒɪ 
sa·zo·nal·men·te ,sa.zõ.naw.mˈẽ.tʃɪ 
sa·zo·nar ,sa.zõ.nˈaɾ 
scan·ner , 
scher·zan·do , 
scher·zo , 
sco·ne , 
scoo·ter , 
sco·re , 
screen·sa·ver , 
se ,sɪ 
se ,sɪ 
sé ,sˈɛ 
sê ,sˈe 
se·a·ra ,si.ˈa.ɾɐ 
se·a·rei·ra ,se.a.ɾˈej.ɾɐ 
se·a·rei·ro ,se.a.ɾˈej.ɾʊ 
se·a·rei·ro ,se.a.ɾˈej.ɾʊ
se·ba ,sˈe.bɐ 
se·bá·ce·o ,se.bˈa.sjʊ 
se·bas·ti·a·nis·mo ,se.baʃ.tʃi.ã.nˈiʒ.mʊ 
se·bas·ti·a·nis·ta ,se.baʃ.tʃi.ã.nˈiʃ.tɐ 
se·bas·ti·a·nis·ta ,se.baʃ.tʃi.ã.nˈiʃ.tɐ 
se·bas·ti·a·nis·ta ,se.baʃ.tʃi.ã.nˈiʃ.tɐ 
se·bas·ti·ão ,se.baʃ.tʃi.ˈɐ̃w 
se·bás·ti·co ,se.bˈaʃ.tʃi.kʊ 
se·be ,sˈɛ.bɪ 
se·ben·ta ,se.bˈẽ.tɐ 
se·ben·to ,se.bˈẽ.tʊ 
se·ben·to ,se.bˈẽ.tʊ 
se·bo ,sˈe.bʊ 
se·bor·rei·a ,se.bo.ɦˈɛj.ɐ 
se·bo·so ,se.bˈo.zʊ 
se·ca ,sˈe.kɐ 
se·ca ,sˈɛ.kɐ 
se·ca·dor ,se.ka.dˈoɾ 
se·ca·dor ,se.ka.dˈoɾ 
se·ca·gem ,se.kˈa.ʒẽj
se·ca·men·te ,se.kã.mˈẽ.tʊ 
se·can·te ,se.kˈɐ̃.tʃɪ 
se·can·te ,se.kˈɐ̃.tʃɪ 
se·can·te ,se.kˈɐ̃.tʃɪ 
se·ção ,se.sˈɐ̃w 
se·car ,se.kˈaɾ 
sec·ção ,se.kə.sˈɐ̃w 
sec·ci·o·na·men·to ,se.ki.sjõ.nã.mˈẽ.tʊ 
sec·ci·o·nar ,se.ki.sjõ.nˈaɾ 
se·ces·são ,se.se.sˈɐ̃w 
se·ces·si·o·nis·mo ,se.se.sjõ.nˈiʒ.mʊ 
se·ces·si·o·nis·ta ,se.sɛ.sjõ.nˈiʃ.tɐ 
se·ces·si·o·nis·ta ,se.sɛ.sjõ.nˈiʃ.tɐ 
se·ces·si·o·nis·ta ,se.sɛ.sjõ.nˈiʃ.tɐ 
sé·ci·o ,sˈɛ.sjʊ 
sé·ci·o ,sˈɛ.sjʊ 
se·co ,sˈe.kʊ 
se·co ,sˈe.kʊ 
se·cre·ção ,se.kɾe.sˈɐ̃w 
se·cre·ta ,se.kɾˈɛ.tɐ
se·cre·ta ,se.kɾˈɛ.tɐ 
se·cre·ta·men·te ,se.kɾɛ.tã.mˈẽ.tʃɪ 
se·cre·ta·ri·a ,se.kɾe.ta.ɾˈi.ɐ 
se·cre·tá·ri·a ,se.kɾe.tˈa.ɾjɐ 
se·cre·tá·ri·a-ge·ral ,se.kɾe.tˌa.ɾjɐ.ʒe.ɾˈaw 
se·cre·ta·ri·a·do ,se.kɾe.ta.ɾi.ˈa.dʊ 
se·cre·ta·ri·ar ,se.kɾe.ta.ɾi.ˈaɾ 
se·cre·tá·ri·o ,se.kɾe.tˈa.ɾjʊ 
se·cre·tá·ri·o-ge·ral ,se.kɾe.tˌa.ɾjʊ.ʒe.ɾˈaw 
se·cre·tá·ri·o-téc·ni·co ,se.kɾe.tˌa.ɾjʊ.tˈɛ.kĩ.ni.kʊ 
se·cre·tis·mo ,se.kɾe.tʃˈiʒ.mʊ 
se·cre·tis·ta ,se.kɾe.tʃˈiʃ.tɐ 
se·cre·to ,se.kɾˈɛ.tʊ 
se·cre·to ,se.kɾˈɛ.tʊ 
sec·tá·ri·a ,se.kə.tˈa.ɾjɐ 
sec·tá·ri·o ,se.kə.tˈa.ɾjʊ 
sec·tá·ri·o ,se.kə.tˈa.ɾjʊ 
sec·ta·ris·mo ,se.kə.ta.ɾˈiʒ.mʊ 
sec·ta·ris·ta ,se.kə.ta.ɾˈiʃ.tɐ
sec·to·gra·ma ,se.kə.tɔ.gɾˈɐ̃.mɐ 
sec·to·ri·al ,se.kə.to.ɾi.ˈaw 
sec·to·ri·za·ção ,se.kə.to.ɾi.za.sˈɐ̃w 
sec·to·ri·zar ,se.kə.to.ɾi.zˈaɾ 
se·cu·lar ,se.ku.lˈaɾ 
se·cu·lar ,se.ku.lˈaɾ 
se·cu·lar ,se.ku.lˈaɾ 
se·cu·la·ri·da·de ,se.ku.la.ɾi.dˈa.dʒɪ 
se·cu·la·ris·mo ,se.ku.la.ɾˈiʒ.mʊ 
se·cu·la·ris·ta ,se.ku.la.ɾˈiʃ.tɐ 
se·cu·la·ris·ta ,se.ku.la.ɾˈiʃ.tɐ 
se·cu·la·ris·ta ,se.ku.la.ɾˈiʃ.tɐ 
se·cu·la·ri·za·ção ,se.ku.la.ɾi.za.sˈɐ̃w 
se·cu·la·ri·zar ,se.ku.la.ɾi.zˈaɾ 
se·cu·lar·men·te ,se.ku.laɦ.mˈẽ.tʃɪ 
se·cu·lo ,sˈɛ.ku.lʊ 
sé·cu·lo ,sˈɛ.ku.lʊ 
se·cun·dar ,se.kũ.dˈaɾ 
se·cun·da·ri·a·men·te ,se.kũ.da.ɾi.ã.mˈẽ.tʃɪ
se·cun·da·ri·e·da·de ,se.kũ.da.ɾje.dˈa.dʒɪ 
se·cun·dá·ri·o ,se.kũ.dˈa.ɾjʊ 
se·cun·dá·ri·o ,se.kũ.dˈa.ɾjʊ 
se·cun·da·ri·za·ção ,se.kũ.da.ɾi.za.sˈɐ̃w 
se·cun·da·ri·zar ,se.kũ.da.ɾi.zˈaɾ 
se·cun·do·gé·ni·to ,se.kũ.dɔ.ʒˈɛ̃.ni.tʊ 
se·cun·do·gé·ni·to ,se.kũ.dɔ.ʒˈɛ̃.ni.tʊ 
se·cu·ra ,se.kˈu.ɾɐ 
se·cu·re ,se.kˈu.ɾɪ 
se·cu·ri·tá·ri·o ,se.ku.ɾi.tˈa.ɾjʊ 
se·cu·ri·tá·ri·o ,se.ku.ɾi.tˈa.ɾjʊ 
se·da ,sˈe.dɐ 
se·dã ,se.dˈɐ̃ 
se·dan , 
se·dar ,se.dˈaɾ 
se·da·ti·vo ,se.da.tʃˈi.vʊ 
se·da·ti·vo ,se.da.tʃˈi.vʊ 
se·de ,sˈɛ.dʒɪ 
se·de ,sˈe.dʒɪ 
se·de·ar ,se.dʒi.ˈaɾ
se·dei·ro ,se.dˈej.ɾʊ 
se·den·ta·men·te  ,se.dẽ.tã.mˈẽ.tʃɪ 
se·den·tá·ri·a ,se.dẽ.tˈa.ɾjɐ 
se·den·ta·ri·a·men·te  ,se.dẽ.ta.ɾi.ã.mˈẽ.tʃɪ 
se·den·tá·ri·o ,se.dẽ.tˈa.ɾjʊ 
se·den·tá·ri·o ,se.dẽ.tˈa.ɾjʊ 
se·den·ta·ris·mo ,se.dẽ.ta.ɾˈiʒ.mʊ 
se·den·to ,se.dˈẽ.tʊ 
se·di·a·do ,se.dʒi.ˈa.dʊ 
se·di·ar ,se.dʒi.ˈaɾ 
se·di·ção ,se.dʒi.sˈɐ̃w 
se·di·ci·o·sa ,se.dʒi.sjˈɔ.zɐ 
se·di·ci·o·sa·men·te  ,se.dʒi.sjɔ.zã.mˈẽ.tʃɪ 
se·di·ci·o·so ,se.dʒi.sjˈo.zʊ 
se·di·ci·o·so ,se.dʒi.sjˈo.zʊ 
se·di·men·ta·ção ,se.dʒĩ.mẽ.ta.sˈɐ̃w 
se·di·men·tar ,se.dʒĩ.mẽ.tˈaɾ 
se·di·men·tar ,se.dʒĩ.mẽ.tˈaɾ 
se·di·men·to ,se.dʒĩ.mˈẽ.tʊ 
se·di·men·to·lo·gi·a ,se.dʒĩ.mẽ.to.lo.ʒˈi.ɐ
se·di·men·to·ló·gi·co ,se.dʒĩ.mẽ.to.lˈɔ.ʒi.kʊ 
se·do·so ,se.dˈo.zʊ 
se·du·ção ,se.du.sˈɐ̃w 
se·du·tor ,se.du.tˈoɾ 
se·du·tor ,se.du.tˈoɾ 
se·du·to·ra ,se.du.tˈo.ɾɐ 
se·du·to·ra·men·te ,se.du.to.ɾã.mˈẽ.tʃɪ 
se·du·zi·do ,se.du.zˈi.dʊ 
se·du·zi·do ,se.du.zˈi.dʊ 
se·du·zir ,se.du.zˈiɾ 
se·far·di·ta ,se.faɦ.dʒˈi.tɐ 
se·far·di·ta ,se.faɦ.dʒˈi.tɐ 
se·far·di·ta ,se.faɦ.dʒˈi.tɐ 
se·ga ,sˈe.gɐ 
se·gar ,se.gˈaɾ 
se·ge ,sˈɛ.ʒɪ 
seg·men·ta·ção ,se.gĩ.mẽ.ta.sˈɐ̃w 
seg·men·tar ,se.gĩ.mẽ.tˈaɾ 
seg·men·tar ,se.gĩ.mẽ.tˈaɾ 
seg·men·to ,se.gĩ.mˈẽ.tʊ
se·gre·dar ,se.gɾe.dˈaɾ 
se·gre·do ,se.gɾˈe.dʊ 
se·gre·ga·ção ,se.gɾe.ga.sˈɐ̃w 
se·gre·ga·ci·o·nis·mo ,se.gɾe.ga.sjõ.nˈiʒ.mʊ 
se·gre·ga·ci·o·nis·ta ,se.gɾe.ga.sjõ.nˈiʃ.tɐ 
se·gre·ga·ci·o·nis·ta ,se.gɾe.ga.sjõ.nˈiʃ.tɐ 
se·gre·ga·ci·o·nis·ta ,se.gɾe.ga.sjõ.nˈiʃ.tɐ 
se·gre·ga·do ,se.gɾe.gˈa.dʊ 
se·gre·gar ,se.gɾe.gˈaɾ 
se·grel ,se.gɾˈɛw 
se·gui·da ,se.gˈi.dɐ 
se·gui·da·men·te ,se.gi.dã.mˈẽ.tʃɪ 
se·gui·dis·mo ,se.gi.dʒˈiʒ.mʊ 
se·gui·dis·ta ,se.gi.dʒˈiʃ.tɐ 
se·gui·do ,se.gˈi.dʊ 
se·gui·dor ,se.gi.dˈoɾ 
se·gui·dor ,se.gi.dˈoɾ 
se·gui·do·ra ,se.gi.dˈo.ɾɐ 
se·gui·men·to ,se.gĩ.mˈẽ.tʊ
se·guin·te ,se.gˈĩ.tʃɪ 
se·guin·te ,se.gˈĩ.tʃɪ 
se·guin·te ,se.gˈĩ.tʃɪ 
se·guin·te·men·te ,se.gĩ.tẽ.mˈẽ.tʃɪ 
se·guir ,se.gˈiɾ 
se·gun·da ,se.gˈũ.dɐ 
se·gun·da-fei·ra ,se.gˌũ.dɐ.fˈej.ɾɐ 
se·gun·da·men·te  ,se.gũ.dã.mˈẽ.tʃɪ 
se·gun·dar ,se.gũ.dˈaɾ 
se·gun·do ,se.gˈũ.dʊ 
se·gun·do ,se.gˈũ.dʊ 
se·gun·do ,se.gˈũ.dʊ 
se·gun·do ,se.gˈũ.dʊ 
se·gun·do ,se.gˈũ.dʊ 
se·gun·do ,se.gˈũ.dʊ 
se·gun·do-sar·gen·to ,se.gˌũ.dʊ.saɦ.ʒˈẽ.tʊ 
se·gun·do-sar·gen·to ,se.gˌũ.dʊ.saɦ.ʒˈẽ.tʊ 
se·gun·do-te·nen·te ,se.gˌũ.dʊ.tẽ.nˈẽ.tʃɪ 
se·gun·do-te·nen·te ,se.gˌũ.dʊ.tẽ.nˈẽ.tʃɪ
se·gu·ra ,se.gˈu.ɾɐ 
se·gu·ra·da ,se.gu.ɾˈa.dɐ 
se·gu·ra·do ,se.gu.ɾˈa.dʊ 
se·gu·ra·do ,se.gu.ɾˈa.dʊ 
se·gu·ra·dor ,se.gu.ɾa.dˈoɾ 
se·gu·ra·dor ,se.gu.ɾa.dˈoɾ 
se·gu·ra·do·ra ,se.gu.ɾa.dˈo.ɾɐ 
se·gu·ra·men·te ,se.gu.ɾã.mˈẽ.tʃɪ 
se·gu·ran·ça ,se.gu.ɾˈɐ̃.sɐ 
se·gu·ran·ça ,se.gu.ɾˈɐ̃.sɐ 
se·gu·rar ,se.gu.ɾˈaɾ 
se·gu·re ,se.gˈu.ɾɪ 
se·gu·re·lha ,se.gu.ɾˈe.ʎɐ 
se·gu·ri·da·de ,se.gu.ɾi.dˈa.dʒɪ 
se·gu·rís·si·mo ,se.gu.ɾˈi.sĩ.mʊ 
se·gu·ro ,se.gˈu.ɾʊ 
se·gu·ro ,se.gˈu.ɾʊ 
se·gu·ro ,se.gˈu.ɾʊ 
sei·ça ,sˈej.sɐ 
sei·cei·ro ,sej.sˈej.ɾʊ
sei·ma ,sˈẽj.mɐ 
sei·o ,sˈej.ʊ 
sei·ra ,sˈej.ɾɐ 
seis ,sˈejʃ 
seis ,sˈejʃ 
seis·cen·tis·ta ,sej.sẽ.tʃˈiʃ.tɐ 
seis·cen·tis·ta ,sej.sẽ.tʃˈiʃ.tɐ 
seis·cen·tis·ta ,sej.sẽ.tʃˈiʃ.tɐ 
seis·cen·tos ,sej.sˈẽ.tʊʃ 
seis·cen·tos ,sej.sˈẽ.tʊʃ 
sei·ta ,sˈej.tɐ 
sei·va ,sˈej.vɐ 
sei·vo·so ,sej.vˈo.zʊ 
sei·xa ,sˈej.ʃɐ 
sei·xal ,sej.ʃˈaw 
sei·xa·len·se ,sej.ʃa.lˈẽ.sɪ 
sei·xo ,sˈej.ʃʊ 
sei·xo·so ,sej.ʃˈo.zʊ 
se·ja ,sˈe.ʒɐ
se·la ,sˈɛ.lɐ 
se·la·da ,se.lˈa.dɐ 
se·la·do ,se.lˈa.dʊ 
se·la·do ,se.lˈa.dʊ 
se·la·gem ,se.lˈa.ʒẽj 
se·lá·qui·o ,se.lˈa.kjʊ 
se·lá·qui·o ,se.lˈa.kjʊ 
se·lar ,se.lˈaɾ 
se·la·ri·a ,se.la.ɾˈi.ɐ 
se·le ,sˈɛ.lɪ 
se·le ,sˈɛ.lɪ 
se·le·ci·o·na·da ,se.le.sjõ.nˈa.dɐ 
se·le·ci·o·na·do·ra ,se.le.sjõ.na.dˈo.ɾɐ 
se·le·ci·o·ná·vel ,se.le.sjõ.nˈa.vew 
se·lé·ni·o ,se.lˈɛ̃.njʊ
se·les ,sˈɛ.lɪʃ 
se·le·ta ,se.lˈɛ.tɐ 
se·le·tar ,se.le.tˈaɾ 
se·le·ti·va·men·te ,se.le.tʃi.vã.mˈẽ.tʃɪ 
se·le·ti·vi·da·de ,se.le.tʃi.vi.dˈa.dʒɪ 
se·le·ti·vo ,se.le.tʃˈi.vʊ 
se·le·tor ,se.lɛ.tˈoɾ 
se·le·tor ,se.lɛ.tˈoɾ 
self , 
self , 
self-ser·vi·ce , 
self-ser·vi·ce , 
se·lha ,sˈe.ʎɐ 
se·lim ,se.lˈĩ 
se·lo ,sˈe.lʊ 
sel·va ,sˈɛw.vɐ 
sel·va·gem ,sew.vˈa.ʒẽj 
sel·va·gem ,sew.vˈa.ʒẽj 
sel·va·gem ,sew.vˈa.ʒẽj 
sel·va·ja·ri·a ,sew.va.ʒa.ɾˈi.ɐ
sel·va·ti·ca·men·te  ,sew.va.tʃi.kã.mˈẽ.tʃɪ 
sel·vá·ti·co ,sew.vˈa.tʃi.kʊ 
sem ,sẽj 
sem-ce·ri·mó·ni·a ,sẽj.se.ɾĩ.mˈɔ̃.njɐ 
sem-fim ,sẽj.fˈĩ 
sem-nú·me·ro ,sẽj.nˈũ.me.ɾʊ 
sem-ra·zão ,sẽj.ɦa.zˈɐ̃w 
sem-ver·go·nha ,sˌẽj.veɦ.gˈɔ̃.ɲɐ 
sem-ver·go·nha ,sˌẽj.veɦ.gˈɔ̃.ɲɐ 
sem-ver·go·nha ,sˌẽj.veɦ.gˈɔ̃.ɲɐ 
se·ma ,sˈẽ.mɐ 
se·ma·fó·ri·ca ,sẽ.ma.fˈɔ.ɾi.kɐ 
se·ma·fó·ri·co ,sẽ.ma.fˈɔ.ɾi.kʊ 
se·má·fo·ro ,sẽ.mˈa.fo.ɾʊ 
se·ma·na ,sẽ.mˈɐ̃.nɐ 
se·ma·na·da ,sẽ.mã.nˈa.dɐ 
se·ma·nal ,sẽ.mã.nˈaw 
se·ma·nal·men·te ,sẽ.mã.naw.mˈẽ.tʃɪ 
se·ma·ná·ri·o ,sẽ.mã.nˈa.ɾjʊ 
se·ma·ná·ri·o ,sẽ.mã.nˈa.ɾjʊ
se·mân·ti·ca ,sẽ.mˈɐ̃.tʃi.kɐ 
se·man·ti·ca·men·te ,sẽ.mɐ̃.tʃi.kã.mˈẽ.tʃɪ 
se·mân·ti·co ,sẽ.mˈɐ̃.tʃi.kʊ 
sem·ba ,sˈẽ.bɐ 
sem·blan·te ,sẽ.blˈɐ̃.tʃɪ 
sê·me·a ,sˈẽ.mjɐ 
se·me·a·da ,sẽ.mi.ˈa.dɐ 
se·me·a·dor ,sẽ.me.a.dˈoɾ 
se·me·a·dor ,sẽ.me.a.dˈoɾ 
se·me·a·du·ra ,sẽ.me.a.dˈu.ɾɐ 
se·me·ar ,sẽ.mi.ˈaɾ 
se·me·lhan·ça ,sẽ.me.ʎˈɐ̃.sɐ 
se·me·lhan·te ,sẽ.me.ʎˈɐ̃.tʃɪ 
se·me·lhan·te ,sẽ.me.ʎˈɐ̃.tʃɪ 
se·me·lhan·te·men·te  ,sẽ.me.ʎɐ̃.tẽ.mˈẽ.tʃɪ 
se·me·lhar ,sẽ.me.ʎˈaɾ 
sé·men ,sˈɛ̃.mẽ 
se·men·tal ,sẽ.mẽ.tˈaw 
se·men·tal ,sẽ.mẽ.tˈaw 
se·men·tar ,sẽ.mẽ.tˈaɾ
se·men·te ,sẽ.mˈẽ.tʃɪ 
se·men·tei·ra ,sẽ.mẽ.tˈej.ɾɐ 
se·men·tei·ro ,sẽ.mẽ.tˈej.ɾʊ 
se·mes·tral ,sẽ.meʃ.tɾˈaw 
se·mes·tra·li·da·de ,sẽ.meʃ.tɾa.li.dˈa.dʒɪ 
se·mes·tral·men·te ,sẽ.meʃ.tɾaw.mˈẽ.tʃɪ 
se·mes·tre ,sẽ.mˈɛʃ.tɾɪ 
se·mes·tre ,sẽ.mˈɛʃ.tɾɪ 
se·mi-heb·do·ma·dá·ri·o ,sẽ.mi.ɛ.bə.dõ.ma.dˈa.ɾjʊ 
se·mi-her·bá·ce·o ,sẽ.mi.eɦ.bˈa.sjʊ 
se·mi-his·tó·ri·co ,sẽ.mi.iʃ.tˈɔ.ɾi.kʊ 
se·mi-ho·mem ,sẽ.mi.ˈõ.mẽj 
se·mi-hos·pi·ta·lar ,sẽ.mi.oʃ.pi.ta.lˈaɾ 
se·mi-hu·ma·no ,sẽ.mi.ũ.mˈɐ̃.nʊ 
se·mi-im·pro·vi·so ,sẽ.mi.ĩ.pɾo.vˈi.zʊ 
se·mi-in·cons·ci·en·te ,sẽ.mi.ĩ.kõ.sjˈẽ.tʃɪ 
se·mi-in·ter·na ,sẽ.mi.ĩ.tˈɛɦ.nɐ 
se·mi-in·ter·na·to ,sẽ.mi.ĩ.teɦ.nˈa.tʊ 
se·mi-in·ter·no ,sẽ.mi.ĩ.tˈɛɦ.nʊ 
se·mi-in·ter·no ,sẽ.mi.ĩ.tˈɛɦ.nʊ
se·mi·a·bar·can·te  ,sẽ.mi.a.bah.kˈɐ̃.tʃɪ 
se·mi·a·ber·to ,sẽ.mi.a.bˈɛh.tʊ 
se·mi·a·cer·bo ,sẽ.mi.a.sˈeɦ.bʊ 
se·mi·a·de·ren·te  ,sẽ.mi.a.de.ɾˈẽ.tʃɪ 
se·mi·a·le·gó·ri·co  ,sẽ.mi.a.le.gˈɔ.ɾi.kʊ 
se·mi·al·fa  ,sẽ.mi.ˈaw.fɐ 
se·mi·al·ma ,sẽ.mi.ˈaw.mɐ 
se·mi·a·nal·fa·be·ta ,sẽ.mi.ã.naw.fa.bˈɛ.tɐ 
se·mi·a·nal·fa·be·to ,sẽ.mi.ã.naw.fa.bˈɛ.tʊ 
se·mi·a·nal·fa·be·to ,sẽ.mi.ã.naw.fa.bˈɛ.tʊ 
se·mi·a·não ,sẽ.mi.ã.nˈɐ̃w 
se·mi·â·ni·mo  ,sẽ.mi.ˈɐ̃.nĩ.mʊ 
se·mi·a·nu·al ,sẽ.mi.ã.nu.ˈaw 
se·mi·a·nu·lar ,sẽ.mi.ã.nu.lˈaɾ 
se·mi·a·pós·ta·ta  ,sẽ.mi.a.pˈɔʃ.ta.tɐ 
se·mi·a·ri·a·nis·mo  ,sẽ.mi.a.ɾi.ã.nˈiʒ.mʊ 
se·mi·a·ri·a·no  ,sẽ.mi.a.ɾi.ˈɐ̃.nʊ 
se·mi·a·ri·a·no  ,sẽ.mi.a.ɾi.ˈɐ̃.nʊ 
se·mi·á·ri·do ,sẽ.mi.ˈa.ɾi.dʊ 
se·mi·au·tó·no·mo  ,sẽ.mi.aw.tˈɔ̃.nõ.mʊ
se·mi·au·xi·li·ar  ,sẽ.mi.aw.si.li.ˈaɾ 
se·mi·bár·ba·ro ,sẽ.mi.bˈaɦ.ba.ɾʊ 
se·mi·bí·bli·co  ,sẽ.mi.bˈi.bli.kʊ 
se·mi·bre·ve ,sẽ.mi.bɾˈɛ.vɪ 
se·mi·bru·to  ,sẽ.mi.bɾˈu.tʊ 
se·mi·bur·les·co  ,sẽ.mi.bʊɦ.lˈeʃ.kʊ 
se·mi·ca·dá·ver ,sẽ.mi.ka.dˈa.veɾ 
se·mi·ca·tó·li·co  ,sẽ.mi.ka.tˈɔ.li.kʊ 
se·mi·cer·ra·do ,sẽ.mi.se.ɦˈa.dʊ 
se·mi·cer·rar ,sẽ.mi.se.ɦˈaɾ 
se·mi·ci·ên·ci·a  ,sẽ.mi.sjˈẽ.sjɐ 
se·mi·ci·en·te  ,sẽ.mi.sjˈẽ.tʃɪ 
se·mi·ci·en·tí·fi·co  ,sẽ.mi.sjẽ.tʃˈi.fi.kʊ 
se·mi·ci·lín·dri·co ,sẽ.mi.si.lˈĩ.dɾi.kʊ 
se·mi·ci·lin·dro ,sẽ.mi.si.lˈĩ.dɾʊ 
se·mi·cir·cu·lar ,sẽ.mi.sih.ku.lˈaɾ 
se·mi·cír·cu·lo ,sẽ.mi.sˈih.ku.lʊ 
se·mi·cir·cun·fe·rên·ci·a ,sẽ.mi.sih.kũ.fe.ɾˈẽ.sjɐ 
se·mi·ci·vi·li·za·do ,sẽ.mi.si.vi.li.zˈa.dʊ 
se·mi·clau·su·ra ,sẽ.mi.klaw.zˈu.ɾɐ
se·mi·col·chei·a ,sẽ.mi.kow.ʃˈej.ɐ 
se·mi·co·lo·ni·al  ,sẽ.mi.ko.lõ.ni.ˈaw 
se·mi·co·los·so  ,sẽ.mi.ko.lˈo.sʊ 
se·mi·có·mi·co  ,sẽ.mi.kˈɔ̃.mi.kʊ 
se·mi·com·ple·men·to  ,sẽ.mi.kõ.plẽ.mˈẽ.tʊ 
se·mi·con·du·tor ,sẽ.mi.kõ.du.tˈoɾ 
se·mi·con·du·tor ,sẽ.mi.kõ.du.tˈoɾ 
se·mi·cons·ci·ên·ci·a ,sẽ.mi.kõ.sjˈẽ.sjɐ 
se·mi·cons·ci·en·te ,sẽ.mi.kõ.sjˈẽ.tʃɪ 
se·mi·con·so·an·te ,sẽ.mi.kõ.so.ˈɐ̃.tʃɪ 
se·mi·con·so·nân·ci·a  ,sẽ.mi.kõ.sõ.nˈɐ̃.sjɐ 
se·mi·con·ver·gen·te  ,sẽ.mi.kõ.veɦ.ʒˈẽ.tʃɪ 
se·mi·cor·pó·re·o  ,sẽ.mi.koh.pˈɔ.ɾjʊ 
se·mi·cris·tão ,sẽ.mi.kɾiʃ.tˈɐ̃w 
se·mi·cris·tão  ,sẽ.mi.kɾiʃ.tˈɐ̃w 
se·mi·crí·ti·co  ,sẽ.mi.kɾˈi.tʃi.kʊ 
se·mi·cul·to  ,sẽ.mi.kˈuw.tʊ 
se·mi·cú·pi·o ,sẽ.mi.kˈu.pjʊ 
se·mi·cú·pu·la  ,sẽ.mi.kˈu.pu.lɐ 
se·mi·cur·si·vo  ,sẽ.mi.kʊh.sˈi.vʊ
se·mi·de·fun·to ,sẽ.mi.de.fˈũ.tʊ 
se·mi·de·fun·to ,sẽ.mi.de.fˈũ.tʊ 
se·mi·dei·ro ,sẽ.mi.dˈej.ɾʊ 
se·mi·de·po·en·te ,sẽ.mi.de.pwˈẽ.tʃɪ 
se·mi·de·sér·ti·co ,sẽ.mi.de.zˈɛh.tʃi.kʊ 
se·mi·des·pi·do ,sẽ.mi.deʃ.pˈi.dʊ 
se·mi·deus ,sẽ.mi.dˈewʃ 
se·mi·di·á·fa·no ,sẽ.mi.dʒi.ˈa.fã.nʊ 
se·mi·di·â·me·tro ,sẽ.mi.dʒi.ˈɐ̃.me.tɾʊ 
se·mi·di·a·pa·são  ,sẽ.mi.dʒi.a.pa.zˈɐ̃w 
se·mi·di·gi·tal  ,sẽ.mi.dʒi.ʒi.tˈaw 
se·mi·dis·co  ,sẽ.mi.dʒˈiʃ.kʊ 
se·mi·di·ton·go ,sẽ.mi.dʒi.tˈõ.gʊ 
se·mi·di·ur·no ,sẽ.mi.dʒi.ˈuɦ.nʊ 
se·mi·di·vin·da·de ,sẽ.mi.dʒi.vĩ.dˈa.dʒɪ 
se·mi·di·vi·ni·za·ção  ,sẽ.mi.dʒi.vĩ.ni.za.sˈɐ̃w 
se·mi·di·vi·ni·zar  ,sẽ.mi.dʒi.vĩ.ni.zˈaɾ 
se·mi·di·vi·no ,sẽ.mi.dʒi.vˈĩ.nʊ 
se·mi·do·bra·do ,sẽ.mi.do.bɾˈa.dʊ 
se·mi·doi·do ,sẽ.mi.dˈoj.dʊ
se·mi·doi·do  ,sẽ.mi.dˈoj.dʊ 
se·mi·dou·to  ,sẽ.mi.dˈo.tʊ 
se·mi·dou·to  ,sẽ.mi.dˈo.tʊ 
se·mi·dú·plex  ,sẽ.mi.dˈu.pleks 
se·mi·dú·pli·ce  ,sẽ.mi.dˈu.pli.sɪ 
se·mi·ei·xo ,sẽ.mjˈej.ʃʊ 
se·mi·e·la·bo·ra·do  ,sẽ.mi.e.la.bo.ɾˈa.dʊ 
